,Job_Title,Queried_Salary,Job_Type,Skill,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Company_Revenue,Company_Employees,python,sql,machine learning,r,hadoop,tableau,sas,spark,java,Others,CA,NY,VA,TX,MA,IL,WA,MD,DC,NC,Other_states,Consulting and Business Services,Internet and Software,Banks and Financial Services,Health Care,Insurance,Other_industries
5361,CORE - Data Engineer,140000-159999,data_engineer,"['Spark', 'Design Experience', 'Scripting', 'Azure', 'Google Cloud Platform', 'Python', 'SQL', 'AWS']",Logic20/20,8.0,3.599999905,9.0,,Less than 10000,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5362,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",,14988.0,4.0,,,,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5363,Data Engineer,140000-159999,data_engineer,"['Pig', 'TensorFlow', 'Machine Learning', 'Perl', 'MySQL', 'PostgreSQL', 'Ruby', 'Hadoop', 'Kafka', 'Spark', 'NoSQL', 'Python', 'VersionOne', 'AWS']",Shippo,,,30.0,,,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5364,Data Engineer,140000-159999,data_engineer,"['Machine Learning', 'Hadoop', 'Kafka', 'Java', 'Spark', 'Software Development', 'Python', 'AWS']",INSIGHT ENGINES,,,19.0,,,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5365,Visualization Data Engineer,140000-159999,data_engineer,"['Linux', 'Business Intelligence', 'R', 'Perl', 'SQL', 'Tableau', 'QlikView', 'PostgreSQL', 'Google Suite', 'Python', 'AWS']",Copper,14.0,3.599999905,30.0,,,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5366,"Senior Data Engineer - ETL, SQL, Data Warehousing",140000-159999,data_engineer,"['Business Intelligence', 'Hive', 'Go', 'Hadoop', 'Scala', 'SQL', 'Tableau', 'Big Data', 'Java', 'Spark', 'Data Warehouse', 'PostgreSQL', 'NoSQL', 'Python', 'AWS']",Coffee Meets Bagel,,,7.0,,,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5367,"Senior Data Engineer, Content",140000-159999,data_engineer,"['Pig', 'Hive', 'Spark', 'Microsoft SQL Server', 'Data Warehouse', 'Informatica', 'Hadoop', 'Python', 'SQL', 'Teradata']",Netflix,421.0,3.900000095,12.0,,,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5368,Big Data Engineer - Digital Wealth,140000-159999,data_engineer,"['Hive', 'Hadoop', 'Project Management', 'R', 'Scala', 'SQL', 'Tableau', 'Big Data', 'Spark', 'Data Warehouse', 'Python']",BlackRock,358.0,3.900000095,1.0,More than $10B (USD),10000+,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5369,Data Engineer,140000-159999,data_engineer,"['Pig', 'TensorFlow', 'Machine Learning', 'Perl', 'MySQL', 'PostgreSQL', 'Ruby', 'Hadoop', 'Kafka', 'Spark', 'NoSQL', 'Python', 'VersionOne', 'AWS']",Shippo,,,30.0,,,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5370,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",,14988.0,4.0,,,,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5371,Data Engineer,140000-159999,data_engineer,"['Hive', 'Machine Learning', 'R', 'SQL', 'Kubernetes', 'Puppet', 'Jenkins', 'JavaScript', 'Spring', 'Chef', 'PowerShell', 'Scripting', 'Kafka', 'Ansible', 'Java', 'Spark', 'Docker', 'Python']",lululemon athletica,413.0,4.3000001910000005,30.0,,,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5372,Data Engineer,140000-159999,data_engineer,"['Big Data', 'Linux', 'Spark', 'Hadoop', 'Scala', 'Kafka', 'Python', 'AWS']",Comcast,12327.0,3.700000048,14.0,More than $10B (USD),10000+,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5373,Data Engineer,140000-159999,data_engineer,"['Design Experience', 'Hadoop', 'Scripting', 'Kafka', 'Scala', 'Python', 'SQL', 'AWS']","Edison Software, Inc.",,,30.0,,,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5374,"Data Engineer, Oculus Insights and Analytics",140000-159999,data_engineer,"['Java', 'Image Processing', 'C/C++', 'Python', 'PHP', 'SQL']",Facebook,387.0,4.199999809,19.0,,10000+,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5375,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",,14988.0,4.0,,,,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5376,Spark Data Engineer,140000-159999,data_engineer,"['Linux', 'Scala', 'DynamoDB', 'Kafka', 'Oracle', 'Cloud Computing', 'SQL', 'Java', 'S3', 'MySQL', 'Cassandra', 'Spark', 'PostgreSQL', 'Shell Scripting', 'AWS']",Red Ventures,511.0,3.299999952,28.0,,Less than 10000,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5377,Senior Data Engineer,140000-159999,data_engineer,"['Hadoop', 'Oracle', 'SQL', 'Tableau', 'MySQL', 'PL/SQL', 'Data Warehouse', 'Design Experience', 'OOP', 'Python', 'AWS']",23andMe,4.0,4.0,1.0,,Less than 10000,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5378,Principal Data Engineer,140000-159999,data_engineer,"['Microsoft SQL Server', 'Pentaho', 'DynamoDB', 'Scala', 'Kafka', 'C/C++', 'SQL', 'Java', 'Spark', 'Informatica', 'NoSQL', 'Python', 'AWS']",Scholastic,646.0,3.799999952,7.0,$1B to $5B (USD),Less than 10000,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5379,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",,,,,,,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5380,"Data Engineer, Data Science",140000-159999,data_engineer,,Twitter,,,30.0,$1B to $5B (USD),Less than 10000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5381,Big Data Engineer,140000-159999,data_engineer,"['Java', 'Spark', 'REST', 'Hadoop', 'Kafka', 'Python', 'Elasticsearch']",Zscaler,16.0,4.099999905,30.0,,Less than 10000,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5382,Big Data Engineer,140000-159999,data_engineer,"['Pig', 'Hive', 'Hadoop', 'Google Cloud Platform', 'Scala', 'Kafka', 'CI/CD', 'HBase', 'Java', 'Cassandra', 'Maven', 'MongoDB', 'Spark', 'SSH', 'Shell Scripting', 'NoSQL', 'Python']",Grid Dynamics,2.0,3.5,30.0,,,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5383,Data Engineer,140000-159999,data_engineer,"['Pig', 'Hive', 'Machine Learning', 'SQL', 'Natural Language Processing', 'MySQL', 'Confluence', 'Jira', 'Hadoop', 'Kafka', 'HBase', 'MongoDB', 'Spark', 'Git', 'Docker', 'NoSQL', 'Python', 'Elasticsearch']",Ten-X,17.0,3.599999905,30.0,,Less than 10000,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5384,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",,14988.0,4.0,,,,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5385,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",,14988.0,4.0,,,,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5386,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",,14988.0,4.0,,,,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5387,Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'Scripting', 'Kafka', 'Scala', 'SQL', 'Big Data', 'Java', 'Spark', 'NoSQL', 'Python']","Faraday Future, Inc.",37.0,3.400000095,30.0,,,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5388,Data Engineer,140000-159999,data_engineer,"['Hive', 'VMWare', 'Hadoop', 'Scripting', 'SAP', 'SQL', 'Tableau', 'Troubleshooting', 'Informatica', 'Python', 'AWS']",VMware,649.0,4.0,20.0,$5B to $10B (USD),10000+,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5389,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",,14988.0,4.0,,,,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5390,Big Data Engineer,140000-159999,data_engineer,"['Java', 'Big Data', 'Confluence', 'Machine Learning', 'Git', 'Docker', 'Jira', 'AWS']","GlobalLogic, Inc.",362.0,3.900000095,30.0,,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5391,Azure Big Data Engineer,140000-159999,data_engineer,"['Spark', 'Design Experience', 'Hadoop', 'NoSQL', 'Azure', 'Scala', 'Python', 'SQL']",,14988.0,4.0,,,,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5392,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",,14988.0,4.0,,,,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5393,DATA ENGINEER - INVESTMENT MANAGEMENT,140000-159999,data_engineer,"['R', 'CI/CD', 'SQL']",William Blair & Company,24.0,4.0,8.0,,,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5394,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",Accenture,14988.0,4.0,18.0,More than $10B (USD),10000+,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5395,"Big Data Engineer- Fulltime- San Diego, CA",140000-159999,data_engineer,"['Machine Learning', 'Hadoop', 'Scala', 'HBase', 'Big Data', 'Java', 'Cassandra', 'S3', 'Spark', 'Software Development', 'NoSQL', 'Python']",Applied Thought,,,30.0,,,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5396,Data Engineer,140000-159999,data_engineer,"['JavaScript', 'Linux', 'Hadoop', 'Scripting', 'Scala', 'Perl', 'HBase', 'ZooKeeper', 'Big Data', 'Java', 'Cassandra', 'Angular', 'MongoDB', 'Spark', 'Design Experience', 'PostgreSQL', 'NoSQL', 'Shell Scripting', 'Python', 'Military Experience']",Capital One,6791.0,4.0,11.0,More than $10B (USD),10000+,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5397,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",,14988.0,4.0,,,,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5398,Azure Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'Azure', 'Scala', 'SQL', 'Java', 'Spark', 'Design Experience', 'NoSQL', 'Python']",Accenture,14988.0,4.0,15.0,More than $10B (USD),10000+,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5399,Senior Data Engineer,140000-159999,data_engineer,,Coursera,,,16.0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5400,Big Data Engineer,140000-159999,data_engineer,"['Pig', 'Linux', 'Hive', 'System Design', 'Machine Learning', 'XML', 'Hadoop', 'HBase', 'JSON', 'Java', 'Spark', 'REST']",Oath Inc,33.0,3.900000095,26.0,,,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5401,Data Engineer,140000-159999,data_engineer,"['JavaScript', 'Business Intelligence', 'Microsoft SQL Server', 'Data Mining', 'XML', 'SAP', 'Ansible', 'SQL', 'JSON', '.Net', 'Big Data', 'Data Warehouse', 'Informatica', 'NoSQL', 'Python', 'PHP', 'AWS']",ThirdLove,47.0,4.0,30.0,,Less than 10000,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5402,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",,14988.0,4.0,,,,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5403,Senior Data Engineer,140000-159999,data_engineer,"['Pig', 'Cassandra', 'Hive', 'Spark', 'Hadoop', 'Google Cloud Platform', 'CI/CD']",Spotify,35.0,4.3000001910000005,13.0,,Less than 10000,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5404,Big Data Engineer,140000-159999,data_engineer,"['Akka', 'Tomcat', 'Hadoop', 'Scala', 'Kafka', 'SQL', 'Apache', 'Java', 'Cassandra', 'Kanban', 'Spark', 'Troubleshooting', 'Git', 'REST', 'Jira', 'AWS']",Realogy,,,30.0,,,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5405,"Big Data Engineer (Back end developer, Spark/Kubernettes)",140000-159999,data_engineer,"['Hive', 'Test Automation', 'Hadoop', 'Kafka', 'Scala', 'CI/CD', 'Big Data', 'Spark', 'Data Warehouse', 'CI', 'Docker', 'NoSQL', 'Python', 'Jenkins', 'AWS']",IBM,23477.0,3.900000095,6.0,,10000+,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5406,"Senior Data Engineer, FinTech and Membership Platform",140000-159999,data_engineer,"['Pig', 'Java', 'Hive', 'Spark', 'Hadoop', 'Kafka', 'Scala', 'Python', 'Elasticsearch', 'SQL']",Netflix,421.0,3.900000095,30.0,,,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5407,Machine Data Engineer,140000-159999,data_engineer,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'Kafka', 'C/C++', 'Cassandra', 'Spark', 'NoSQL', 'Python']","Faraday Future, Inc.",37.0,3.400000095,30.0,,,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5408,Data Engineer,140000-159999,data_engineer,"['JavaScript', 'Chef', 'Hive', 'Ruby', 'Hadoop', 'R', 'Scala', 'React', 'S3', 'MySQL', 'Spark', 'Redis', 'AWS']",Custoria,,,30.0,,,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5409,Mediabrands Data & Technology - Data Engineer,140000-159999,data_engineer,"['Hadoop', 'Scala', 'Marketing', 'Digital Marketing', 'Java', 'Big Data', 'S3', 'Kanban', 'Spark', 'Design Experience', 'Software Development', 'OOP', 'AWS', 'Threading']",IPG Mediabrands,48.0,3.700000048,30.0,,,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5410,Java Data Engineer (SQL/NoSQL),140000-159999,data_engineer,"['System Design', 'Hadoop', 'Scala', 'SQL', 'Java', 'Design Experience', 'NoSQL', 'Elasticsearch']",Palo Alto Networks,56.0,4.099999905,30.0,,Less than 10000,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5411,Data Engineer,140000-159999,data_engineer,"['Machine Learning', 'Hadoop', 'Kafka', 'Azure', 'SQL', 'Big Data', 'Spark', 'NoSQL', 'OOP', 'Python', 'AWS']",UiPath,2.0,2.5,30.0,,,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5412,Senior Data Engineer - Fraud Prevention,140000-159999,data_engineer,"['Linux', 'Scala', 'Kafka', 'Oracle', 'SQL', 'Java', 'S3', 'Spark', 'Python', 'AWS']",Intuit,1103.0,4.199999809,14.0,$1B to $5B (USD),Less than 10000,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5413,"Senior Data Engineer, Studio Data Engineering",140000-159999,data_engineer,"['Hive', 'Spark', 'Hadoop', 'Scala', 'Python', 'SQL']",Netflix,421.0,3.900000095,30.0,,,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5414,Machine Learning Data Engineer,140000-159999,data_engineer,"['TensorFlow', 'Machine Learning', 'Kafka', 'Scala', 'Ansible', 'Java', 'Spark', 'Kubernetes', 'CI', 'Design Experience', 'Docker', 'Python', 'Military Experience', 'Jenkins', 'AWS']",Capital One,6791.0,4.0,30.0,More than $10B (USD),10000+,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5415,Machine Learning Data Engineer,140000-159999,data_engineer,"['TensorFlow', 'Machine Learning', 'Kafka', 'Scala', 'Ansible', 'Java', 'Spark', 'Kubernetes', 'CI', 'Design Experience', 'Docker', 'Python', 'Military Experience', 'Jenkins', 'AWS']",Capital One,6791.0,4.0,30.0,More than $10B (USD),10000+,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5416,Sr. Market Data Engineer,140000-159999,data_engineer,"['Linux', 'Go', 'Network', 'C/C++', 'Java', 'Python', 'TCP']",Peak6,2.0,4.0,1.0,,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5417,Principal Data Engineer,140000-159999,data_engineer,"['JavaScript', 'Machine Learning', 'DynamoDB', 'Scala', 'SQL', 'Java', 'S3', 'Spark', 'Kubernetes', 'Python', 'AWS']",ZocDoc,45.0,3.5,8.0,,Less than 10000,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5418,AWS Data Engineer,140000-159999,data_engineer,"['Xero', 'Hive', 'Machine Learning', 'Hadoop', 'Kafka', 'Scala', 'SQL', 'Java', 'S3', 'Spark', 'NoSQL', 'Shell Scripting', 'Python', 'AWS']",Bill.com,11.0,3.799999952,30.0,,,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5419,Data Engineer,140000-159999,data_engineer,"['Pig', 'Hive', 'Scripting', 'Hadoop', 'Oracle', 'HBase', 'Big Data', 'S3', 'Spark', 'Data Warehouse', 'Design Experience', 'Python', 'AWS']",Lab126,,,30.0,,,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5420,Senior Data Engineer,140000-159999,data_engineer,"['Linux', 'Hadoop', 'Scala', 'Java', 'Spark', 'Git', 'NoSQL', 'Shell Scripting', 'Python', 'AWS']",The Zebra,3.0,4.0,8.0,,,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5421,CORE - Data Engineer,140000-159999,data_engineer,"['Spark', 'Design Experience', 'Scripting', 'Azure', 'Google Cloud Platform', 'Python', 'SQL', 'AWS']",Logic20/20,8.0,3.599999905,30.0,,Less than 10000,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5422,Big Data Engineer,140000-159999,data_engineer,"['Akka', 'Linux', 'SQL', 'Apache', 'Jira', 'Hadoop', 'Scala', 'Kafka', 'Java', 'Cassandra', 'Kanban', 'Spark', 'Troubleshooting', 'Git', 'REST', 'NoSQL', 'Python', 'AWS']",Realogy,,,30.0,,,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5423,Data Engineer,140000-159999,data_engineer,"['Data Warehouse', 'Python']",Jobspring Partners,31.0,3.700000048,7.0,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5424,Hadoop Data Engineer,140000-159999,data_engineer,"['Linux', 'Hadoop', 'Scripting', 'Scala', 'Kafka', 'HBase', 'SQL', 'Tableau', 'Big Data', 'T-SQL', 'Cassandra', 'PL/SQL', 'Spark', 'Data Warehouse', 'Shell Scripting', 'Python']",Rockstar San Diego,,,30.0,,,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5425,Big Data Engineer,140000-159999,data_engineer,"['JavaScript', 'Linux', 'Hive', 'Machine Learning', 'Hadoop', 'SQL', 'Tableau', 'Java', 'Node.js', 'Spark', 'Git', 'Shell Scripting', 'Python', 'Jenkins', 'AWS']",Symphony Talent,5.0,3.0,30.0,,,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5426,Big Data Engineer,140000-159999,data_engineer,"['Hive', 'Azure', 'Apache', 'S3', 'CI', 'Design Experience', 'Jenkins', 'SVN', 'TFS', 'Hadoop', 'Scala', 'Kafka', 'HBase', 'Java', 'Cassandra', 'Maven', 'MongoDB', 'Spark', 'Git', 'Ant']",CapTech Consulting,15.0,4.5,30.0,Less than $1B (USD),Less than 10000,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5427,Sr. Data Engineer,140000-159999,data_engineer,"['Go', 'Software Development', 'Python', 'AWS']",Twitch,44.0,4.5,30.0,,Less than 10000,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5428,Senior Data Engineer,140000-159999,data_engineer,"['JavaScript', 'Hive', 'Pentaho', 'Oracle', 'SQL', 'HTML5', 'Java', 'Informatica', 'CSS', 'Python']",Pray,2.0,3.0,30.0,,,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5429,CCBD Technology - Data Engineer,140000-159999,data_engineer,"['Machine Learning', 'Hadoop', 'SQL', 'Spark', 'Python']",Goldman Sachs,1226.0,4.0,30.0,More than $10B (USD),10000+,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5430,Big Data Engineer,140000-159999,data_engineer,"['Hive', 'SQL', 'Big Data', 'Design Experience', 'Hadoop', 'Scala', 'Tableau', 'Java', 'Cassandra', 'Spark', 'Data Warehouse', 'QlikView', 'NoSQL', 'Python']",JPMorgan Chase,21159.0,3.900000095,30.0,More than $10B (USD),10000+,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5431,"Senior Data Engineer, Product",140000-159999,data_engineer,"['Pig', 'Java', 'Hive', 'Spark', 'Hadoop', 'Scala']",Netflix,421.0,3.900000095,30.0,,,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5432,Senior Data Engineer,140000-159999,data_engineer,"['TensorFlow', 'Machine Learning', 'Go', 'Google Cloud Platform', 'Apache', 'MySQL', 'Spark', 'Kubernetes', 'Docker', 'REST']",Mercari,11.0,4.0,12.0,,,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5433,Senior Data Engineer,140000-159999,data_engineer,"['Pig', 'TensorFlow', 'Machine Learning', 'Perl', 'MySQL', 'PostgreSQL', 'Ruby', 'Hadoop', 'Kafka', 'Spark', 'NoSQL', 'Python', 'VersionOne', 'AWS']",Shippo,,,2.0,,,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5434,Big Data Engineer,140000-159999,data_engineer,"['Hive', 'Azure', 'Apache', 'S3', 'CI', 'Design Experience', 'Jenkins', 'SVN', 'TFS', 'Hadoop', 'Scala', 'Kafka', 'HBase', 'Java', 'Cassandra', 'Maven', 'MongoDB', 'Spark', 'Git', 'Ant']",CapTech Consulting,15.0,4.5,30.0,Less than $1B (USD),Less than 10000,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5435,SENIOR DATA ENGINEER,140000-159999,data_engineer,"['Hadoop', 'Kafka', 'Scala', 'Java', 'Spark', 'Data Warehouse', 'Python']",Ultimate Software,194.0,4.400000095,30.0,,Less than 10000,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5436,Senior Data Engineer,140000-159999,data_engineer,"['Akka', 'Big Data', 'Java', 'System Design', 'Spark', 'Scala', 'Kafka', 'Google Cloud Platform', 'SQL']",Credit Karma,6.0,3.0,27.0,,,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5437,Senior Data Engineer,140000-159999,data_engineer,"['Big Data', 'Hive', 'Spark', 'Python', 'SQL']",Coursera,11.0,4.400000095,30.0,,,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
